,GSM77082,GSM77083,GSM78821,GSM78822,GSM78823,GSM78824,GSM78825,GSM78826,GSM78827,GSM78828,GSM78829,GSM78830
1417292_at,209.5,180,102.8,99.4,30.2,50.3,8.4,2.8,906.5,370.5,320.4,506.9
1417293_at,170.8,89.9,36.6,39.9,445.4,472.1,134.6,144.2,320.6,47.4,65.7,46.5
1417294_at,390.6,353.8,101.9,155.2,392.2,404.4,125.8,175.1,354.6,163.3,147.7,167.4
1417295_at,654.3,437,102.3,134.8,681.9,644.4,82.1,102.8,468,70.9,67.3,129.1
1417296_at,956.5,619.3,562.3,574.9,1521.1,1416,630.3,703.5,717.9,401.4,300,479.8
1417297_at,322,293.7,68.7,98.2,199.6,424.7,35.8,67.2,437.2,125.4,136.5,126.3
1417298_at,273.9,141.7,88.9,127.3,203.1,277.6,95.2,142.1,559.7,286.3,255.4,315.2
1417299_at,44.4,57.4,25.3,31,588.2,412.3,180.9,142.1,36.7,15.4,24.1,18.3
1417300_at,208.7,464.9,104,122.7,591.8,458.6,192.7,222.2,220.9,112.8,90.8,102.2
1417301_at,55.8,77.8,70.3,60.8,208.8,649.5,110.7,166.5,759.9,271.6,179.7,246.3
1417302_at,68.6,111.4,25.3,11.6,153.8,138.1,35.6,24.5,91.2,17.2,28.7,9.1
1417303_at,115.3,107.1,93.6,153.2,295,195.1,112.6,181.9,116.6,73.1,48.4,86.6
1417304_at,138.8,88.7,32,55.8,77.6,33.6,1.8,23.8,468.6,156.7,139.5,222.3
1417305_at,85.4,61.4,23.9,35,71.7,48.9,21.1,49.8,74.9,43.6,56.6,26.1
1417306_at,299.8,335.8,106.5,84.1,193.6,271.7,49.5,77.5,426.6,158.3,167.2,147.6
1417307_at,532.7,375.2,327.6,411.7,70.7,119.7,21.4,28.8,388.5,216.3,166,191.6
1417308_at,2697,3332.3,1204.4,1720.9,8312.4,8950.8,5297.4,6579.1,1985.7,1249.9,1100.9,1372.2
1417309_at,814.8,559.4,61.7,103.2,134.1,162.1,17.5,41.3,498.8,41.4,42.5,65.1
1417310_at,493.4,939.6,69.1,308,141.2,256.7,83.9,38.1,718.7,38.8,160,28.3
1417311_at,8695.7,4054.8,2796.7,4303.5,9826.3,8940.6,3945.3,4661.4,5819.5,2888.5,3102,2979.8
1417312_at,33.5,2.7,3.7,3.1,14.9,19.7,7.4,12.9,358.2,156.7,119.7,161.2
1417313_at,208.8,234.4,325.1,342.9,626.9,530.8,113.6,235.5,227.5,156.9,99.6,137.1
1417314_at,25.3,3.6,16.1,8.7,9,28.4,9.8,2.1,487.4,287.9,187.5,269.7
1417315_at,458.6,566,211.5,260.1,550.5,390.4,132.7,219.8,653.4,300.1,258.5,275.2
1417316_at,370.3,308.1,116.9,212.7,821,862.9,393,359.8,503.6,307.8,342.5,357.9
1417317_s_at,10434.3,6461.7,6514.3,7270,8265.8,7881.5,4211.2,5761.3,6314.4,3750.8,3603.7,4302.1
1417318_at,1.4,1.6,7.3,1.3,2.1,17.2,1.1,2.8,4.4,7.5,10.8,13.5
1417319_at,123.8,53.8,70.3,63.8,85.2,122.4,42.5,49.2,100,53.4,44.9,48.6
1417320_at,1009.9,991.2,384.7,400.2,3226.3,3012.5,1272.9,1582.4,796.7,542.8,419.3,462.4
1417321_at,1408,1455.9,524,522.8,734.4,674.2,143.6,228.7,920.8,251.4,188.8,311.9
1417322_at,262.6,249.4,91.6,95.4,621.1,656.5,464.3,481.6,268.2,185.8,101.9,149.1
1417323_at,121.1,109.3,26.8,39.9,621,1030.1,155.7,139.4,84.7,3.7,4.3,16.5
1417324_at,503.8,750,198.3,273,915.6,854.1,333.3,367.1,725,265.5,312.5,327.4
1417325_at,55.8,104.7,5.6,17.9,63.9,41.4,9.5,2.7,50.1,27,20.9,18.7
1417326_a_at,458.5,380.2,209.8,273.2,646.8,709.3,188.5,207.8,692.5,236.5,214.3,366.7
1417327_at,643.5,405.3,808.6,844.8,1238.8,1186.9,386.4,547.3,4412.6,3090.5,2252.9,2472.6
1417328_at,287.1,215.1,104.1,130.4,576.9,824.6,298.6,438.8,469.1,280.4,219.8,339.3
1417329_at,542.6,298.1,180,201.4,318.9,398.7,70.7,93.9,825.7,169.4,145.5,202.3
1417330_at,68.4,76.2,17.4,28.6,55.5,40.5,10.9,10.7,49.5,16,14,2
1417331_a_at,207.8,157.6,108.9,133.9,503.9,589.7,193.1,254.4,451.7,204.7,166.2,204.6
1417332_at,13.2,15,3.4,9.9,2.6,4.1,1.7,1.9,13.6,19,4.9,31.6
1417333_at,66,11.2,42.1,58.1,131.1,280.9,127.5,170.5,82.7,15.3,24.8,37.2
1417334_at,438.3,370.7,154.6,203.1,316.3,316.3,126.9,156.1,253.3,162.4,111.6,178.9
1417335_at,28,33.7,3.7,12.1,24.4,40.6,2.3,4.9,7.7,11.1,0.9,7.7
1417336_a_at,122.1,119,70.9,90,69,54.9,10.6,24.1,96.6,52.1,27.9,61.4
1417337_at,6.2,8.5,10.5,6.3,13.1,13.6,13,7.8,17.8,11.1,14.6,12.1
1417338_at,7.1,8.6,3.6,3.3,8.9,6.7,2,11.5,5.7,2.3,2.2,3
1417339_a_at,5012,6356.9,1448,2045,9107.9,8266.7,3422.2,4265.3,7759.6,3811.1,3492.6,3899.8
1417340_at,388.1,371.1,223,339,859.7,1231.3,431.4,563.2,367.6,254.2,194.7,211
1417341_a_at,261.6,170.2,31.2,111.4,379.4,437.1,148.3,183.9,668.3,203.9,180.6,297
1417342_at,145.1,79.5,51.6,61.6,118.9,120.3,35,44.8,331.1,205.7,129.4,170.4
1417343_at,2941.4,2185.2,920.2,1515.4,303.7,327.3,43.3,48.3,1422,777.2,590.4,798.7
1417344_at,1563,901.1,546.6,816.8,2223.9,2591.3,863.7,1174.2,2520.9,1323.7,1034.2,1387.5
1417345_at,52.1,87,34.6,20.3,71.5,55.6,6.8,21.6,84.3,13,24.2,14.1
1417346_at,72.2,62.1,63.8,121.4,75.4,44.1,10.7,14,384.8,177.1,182.3,241.3
1417347_at,2.4,22.5,4.6,10.3,16.3,13.3,1.1,5.8,19.5,4.3,1.7,6.9
1417348_at,496,374.9,141.5,163,396.4,360.6,80.8,86.3,490.8,154.7,155.8,160.7
1417349_at,352.4,197.9,189.2,283,1200.7,1726.8,473.7,709.8,1211.1,507.6,434.9,536.7
1417350_at,44.6,26,10.8,15.3,33.8,45,15.3,26.7,51.8,17.3,12.7,6.8
1417351_a_at,1014.3,801.4,479.2,444.5,2417.7,2388.9,1140.9,1634.7,739.2,510,358.3,330.3
1417352_s_at,461.9,643.8,227.4,378.4,2353.5,2790.6,1318.4,1676.5,370.9,392.2,233,334.9
1417353_x_at,220.5,172.5,93.6,155.4,1396.9,1405.9,392.7,726.1,357.2,149.9,179,114.1
1417354_at,368.9,315.4,177.7,176.8,311.3,284.2,136,188,587.3,383.9,285.5,370.2
1417355_at,5367.6,5599,2589.8,2051.7,4245.7,5810.9,984.7,1626.7,1306.1,388.5,200.3,204.9
1417356_at,302.6,305.3,151.1,345.4,344,621.5,186,206.8,49.3,28.3,19.7,36.1
1417357_at,695.2,505.7,132.8,243.5,912.9,786.9,426.2,395.5,585.1,314.5,222.8,339
1417358_s_at,70.1,22.3,5.4,2.2,67.3,55.1,6,2.2,80.7,14.9,27.3,12.8
1417359_at,163.5,38.1,44.2,87.8,17.7,15.1,7.9,7.8,1740.5,979.8,902.5,1681.8
1417360_at,142.5,124.6,96.5,109.8,291.9,324.4,166.8,239.2,169.1,101.9,63.8,94.4
1417361_at,270.8,257.9,88.7,141.1,344.6,329.4,63.7,91.2,482.8,123.4,107.8,153.5
1417362_at,7.5,10.9,3.4,1.8,5.7,1.9,2,1.4,13.5,3.5,3.6,2.2
1417363_at,50.6,39.8,38,51.2,60.4,52.5,37.5,52,98.5,61.9,45.1,53.9
1417364_at,7554.5,7458.6,4236.5,5312.4,9079,9249.4,5897.3,7237.3,4571.1,3096.4,2317.6,3154
1417365_a_at,570.3,558.2,375,415.9,1583.9,1820.7,753.1,769.9,2117.3,1418.4,1036,1252
1417366_s_at,287.2,250,26.9,37.5,460.6,592.3,27.4,61.9,881.2,118.9,93.7,85.7
1417367_at,3992.8,3347.9,1394.9,1336.9,4398.2,4550.7,1809.7,2495.3,3274,1695.9,1340.4,1752.5
1417368_s_at,1985,1471.4,1108.5,1502.3,3093.5,3437.6,1847,1930.9,1998.8,1769.9,1427.1,1546.3
1417369_at,533.9,619.2,555.6,513.8,973.1,1154.3,451.5,516.9,1046.6,719.1,609.5,1023.3
1417370_at,20.4,20.6,8,23.5,67.9,11,4.2,7.5,100,10,8,7.2
1417371_at,360.6,453.9,127.9,110.6,193.9,230.4,81.5,57.8,564.6,158.4,164.7,200
1417372_a_at,550.3,339.4,106.4,94.6,91.5,167.7,38.5,41,412,126.1,71.4,103
1417373_a_at,4334.7,1840.6,2277.9,1834.3,5656.8,7435,4745.2,5973.1,2490.8,2858.1,2313.8,1659.1
1417374_at,805.7,573.9,168.8,267.2,1674.1,2069.7,776.8,1077.1,509.9,325.9,380.4,246.9
1417375_at,71,42.9,26,23.3,65.8,77.8,29.4,50.6,79,4.2,6.3,13.4
1417376_a_at,219,139.9,36.8,56.8,358.2,716.7,60.3,85,295.2,64.6,60.1,62.5
1417377_at,156.6,243.6,35.7,50.1,389.1,658.1,124.2,108.6,311.8,58.1,45.3,64.9
1417378_at,316.3,346.8,101,82.3,465.1,564.7,95.6,183.2,392.5,102.9,101.3,128.9
1417379_at,832.2,2505,444.3,741.6,1574.5,3084.9,789.2,839.1,2877.1,1037.1,1343.2,654.8
1417380_at,675,1035.8,407.7,272.6,586.9,1459.4,324.2,297.2,1779.7,793,540.2,678.6
1417381_at,14.8,7,1.7,1.9,3.8,2.9,1.2,2.2,15,1.7,2.2,7.4
1417382_at,149.3,214.4,56.6,55.3,215.3,167.1,92.8,125.3,314.5,151.3,125.9,149.7
1417383_at,31.2,27.1,18.6,19.8,51,51.2,10.9,18.4,45.7,24.8,23.9,27.2
1417384_at,106.2,65.6,83.4,56.5,151.2,177.9,42.8,63.4,353.8,158.2,100.3,183.4
1417385_at,892.9,1241,247.1,537.1,766.5,1171,520.8,430.3,702.6,295.1,352.2,137.4
1417386_at,623.2,603.4,222,271.1,1303.9,1223.7,250.5,309.3,528.3,268.3,230.5,347
1417387_at,441.3,605.1,269.5,359.9,550.2,722.9,308.3,271.2,660.6,376,270.1,390.8
1417388_at,35.9,62,15.9,16.6,142,89.4,46.7,44.3,61.6,12.2,8.7,12.7
1417389_at,357.7,424.4,86.6,119.7,1499.8,1266.3,212.5,257.8,234.5,50.5,46.7,37.4
1417390_at,728.8,545.4,271.3,313.2,1473.1,1687.2,572.7,685.8,837.5,316,314.6,349.6
1417391_a_at,112.4,58.3,35,42.5,19.1,23.8,3.3,11,280.2,137.6,123.4,152.8
1417392_a_at,271.9,213.6,106.9,162.4,58.4,39.7,10.3,11.6,307.7,200.1,141.4,196.7
1417393_a_at,1946.8,1649.7,622.1,1171.8,800.9,1047.3,401.6,431.9,1457.8,906.9,818,922.8
1417394_at,3418.1,3750.8,1787.9,1434.1,510.7,554.5,56.5,68,6149.9,2857.7,2217.9,3295.5
1417395_at,1269.5,797.4,172.2,339.8,224.5,246.5,15.1,22.5,2595.1,672.2,692.3,804
1417396_at,81.8,67.3,13.6,19.2,58.9,64.9,22.8,6.6,86.4,19.9,29.2,25
1417397_at,485,415,123.7,109.3,239.2,228.9,62.2,95.9,974.1,185,193.8,222.6
1417398_at,165.7,123.9,34.7,83.9,2703,2365.6,864.9,1206.7,210.4,101.7,82,110.1
1417399_at,1614.8,1386.3,453.1,730.4,861.9,1866.3,472.5,446.3,4045,2205.9,1898,2503.5
1417400_at,171.6,147.6,185,129.3,1238.5,2235.4,956,1081.4,782.6,450.6,328.9,495.4
1417401_at,4.5,25.1,3.8,11.3,52.3,102.9,41.4,44.7,40,10.3,11.6,13.5
1417402_at,557.8,326.8,137,225.3,889.1,971.3,224.3,208.8,739.3,282.5,280.5,338.9
1417403_at,744.7,684,185.6,240,924.1,558.2,256,408.9,490.9,268,133.9,206.7
1417404_at,1347.5,1059.3,557.4,655.7,1889.1,1201.7,584.1,582.4,899.6,370.5,339.9,382
1417405_at,438.7,314.7,122.8,229.8,448,470.1,131.9,188,620,276.6,201.9,294.7
1417406_at,2404,1850.7,745,944.2,759.8,1365.8,512.2,609,2156.7,397.3,400,1538.6
1417407_at,276,227.1,107.9,203.2,539.3,376.1,228.3,306.8,331.9,122.9,148.1,195.6
1417408_at,55.9,15.4,34,29,15.5,36.2,10.8,4.9,923.3,378.2,255.7,497.9
1417409_at,7321.2,6139.4,6466.8,8171,1615.4,1480.1,567.8,641.7,8010.4,3688.4,2676.8,5744.3
1417410_s_at,1438,1245.8,1026.8,1038.5,2773.4,2621.9,1081,1014.6,1731.4,1062.6,703.2,1099
1417411_at,1179,667.2,359.3,445.8,46.3,28,0.7,3.3,47.7,25.5,8,14.7
1417412_at,31.8,6.6,15.9,26.4,59,68.9,28.9,32.8,58.9,48.8,15.8,40.7
1417413_at,47.2,30.7,11.4,17.3,28.1,36.3,2.8,3,52.4,7.5,30.9,22
1417414_at,131.5,136,32.9,27.7,59.9,95,8.5,24.4,140.7,30.6,34,35.9
1417415_at,45.2,52.9,3,9.3,51.7,52.9,15.9,18.6,74.4,9.3,21,10.1
1417416_at,210.2,170.6,32.3,35.7,8.8,40,2.4,16.6,456.1,146.3,143.1,110.5
1417417_a_at,7699.2,8140.9,2963.1,2831,10458.7,8282.1,4274.4,5241.6,6913.8,4176.3,3533.2,3433.2
1417418_s_at,2441.4,1162.4,397.7,635.8,4048.9,3940.2,1167.8,1369.7,2481.4,957.3,930.8,859.2
1417419_at,511.7,1010.8,242,231.2,1964.1,2933.3,641.9,781.3,392.6,134.4,66.3,78.6
1417420_at,512.9,686,122.3,171.4,1020.7,2040.8,264,353.3,414.7,47.6,59.9,59.8
1417421_at,49.5,27.4,4.3,3.6,36.4,32.8,3.4,2.2,91.6,35.1,33.5,15.1
1417422_at,3.8,4.3,1.2,1,2.2,3.6,3.2,2.5,3.8,2,1.8,1.5
1417423_at,1102.8,791.2,352.2,536.3,535.8,579.6,171.7,203.7,1490.2,592.8,550,749.5
1417424_at,320.8,205.9,151.3,176,333.6,359.3,108.1,131.1,380.4,231.3,138.2,167.9
1417425_at,310,219.3,94.5,106.8,1205.5,950.8,410.1,458.4,353.3,138.5,115,161.6
1417426_at,1351.1,642.6,338.5,486,20.9,18,0.8,2,2805.3,1359.8,1171.1,1456.8
1417427_at,993.1,387.5,180.2,291.2,961.7,619.4,285.3,287.7,499.5,185.1,173.1,215.8
1417428_at,92,72.6,21.3,20.5,63.3,41.2,8.5,13.9,85.3,13.7,18.5,10.8
1417429_at,464,284.1,205.5,217,144.5,149.2,19.2,13.3,1556.5,671.7,513,735.9
1417430_at,326.6,319.2,69.5,84.9,498.7,583.6,234.5,291.6,1152.6,348,261.5,401.3
1417431_a_at,186.6,154.3,57,76,115,156.7,61.8,61.9,155.1,59.3,50,38.4
1417432_a_at,280.3,264.1,137.7,168.4,1021.6,1178.2,448.2,521.1,534,369.4,240.4,420.5
1417433_at,917.8,966.8,251.7,318.7,1355.6,1229.9,360.4,466,1226.6,351.1,364.5,417
1417434_at,242.4,300.7,73.2,67.7,1356,2056.9,457.5,645.4,371.4,172.3,74.3,102.3
1417435_at,611.4,683.5,380,359.2,1257.1,1481.8,426.4,536.6,1087,601.4,453.1,624.3
1417436_at,3.3,4.6,2.5,2,5.6,9.9,2.1,1.3,9.7,3.1,1.1,0.6
1417437_at,392.5,395.7,157.2,184.2,542.4,679.4,309.1,397.7,278.2,145.1,112.6,126.8
1417438_at,377.5,211.1,142.7,233.4,649.6,676.1,289.4,368,767.1,379.8,311.3,362.8
1417439_at,6.5,5,28.1,11.9,6.3,3.3,2.7,9.8,5644.3,2493.5,2341.2,2548
1417440_at,681.1,599.8,99.4,119.2,519.1,318.1,57.9,56.1,642.9,67.9,76.8,97.1
1417441_at,237.6,123.1,106.7,101.4,327.7,262,61.3,112.8,268.6,123.1,66.6,73.8
1417442_a_at,128.6,74.4,45.6,74.3,216.9,203.6,55.4,60.3,213.4,84,64.3,92.4
1417443_at,40.9,38.3,22.9,16.2,45.5,38.7,22.8,21.8,32.7,26,23.6,21.9
1417444_at,211.7,201.8,55.2,46.7,71.9,90.1,24.6,18,164.7,55.5,47.6,59.9
1417445_at,27.9,18.5,12,18.9,363.5,339.9,224.4,336.6,13,10.6,9.4,2.6
1417446_at,331.8,395.6,125.1,171.6,510.6,724.1,325.3,320.9,1029.8,609.3,467.5,640.6
1417447_at,24.8,14.6,12.6,8.8,29.2,5.2,2.4,6,31.5,8.7,8.6,4.4
1417448_at,153.1,154.4,115.1,151.7,328.8,474.7,254.9,315.3,271.1,172.5,174.5,214
1417449_at,287.5,150.8,121.8,181.5,224,226.3,153,205.3,230.1,202.8,146,141.2
1417450_a_at,72.5,39.8,25.6,60.5,814.7,880.8,800.2,769.8,28.5,28.5,32.9,37.6
1417451_a_at,10316.3,7223.6,5568.2,7618.3,11151.1,11393.4,7857.8,9876.8,9250.7,5985.6,5242.6,6137.5
1417452_a_at,7152.3,4435.9,1934,3977.2,5877,5614,3417.8,4463.8,3900.1,1881.1,2310.8,2932.6
1417453_at,128,125.1,54,111.9,418.8,512.9,183,245.5,124.6,68.3,54,74.9
1417454_at,537.6,417.7,427.3,402.1,1698.2,1849.4,516.5,643.9,1115.1,550.4,334,468.4
1417455_at,1342.1,922.5,377,608.3,600.9,477.2,48.2,42,1951.5,758.2,695.5,746.4
1417456_at,298,218.5,147.2,186.1,463.4,614.5,254.4,236.9,470.6,167.9,141.6,194.1
1417457_at,646.9,919.6,319.1,207.4,3776.7,3614.7,1352,1527.9,161,95.4,83.1,88.1
1417458_s_at,734.7,812.9,230.1,229.8,3703.3,3714.4,1118.6,1163.4,273.5,75.5,63.8,107.8
1417459_at,2.9,1,10.9,3,1.2,2.9,1.7,1.8,5.1,1.2,0.9,2.2
1417460_at,3195,1656.8,308.1,721.7,1318.1,2258.4,282,392.2,6468.7,1565.6,1500.4,1617
1417461_at,329.8,293.7,148.1,162.4,489.3,818,173.9,169.6,798,319.3,185,456.6
1417462_at,64,51.1,30.1,47.6,113.4,191.5,35,41.8,155.9,81.9,41.2,63.6
1417463_a_at,2196.8,749.5,1002.4,1192.6,5768.9,5549.2,1831.4,2807,3292.8,2061.7,1616.9,1669.5
1417464_at,2206.7,472.9,943.3,1497.4,4113.7,5976.4,87.6,90.2,4888.1,6583.4,5670.1,3658.7
1417465_at,1117.5,512.1,568.7,698.7,1857.8,1907.1,841.4,1028.1,1611.2,997.1,842.8,1106.2
1417466_at,1968.6,1342.1,683.7,864.9,33,39.7,20.5,15.8,5956,4058.7,3299.6,4049.4
1417467_a_at,122,108.9,51.7,59.3,232.5,294.4,81,102.1,261.1,70.4,86.3,110.2
1417468_at,244.8,270.4,115.1,130.8,514.3,588.6,200.7,220,446.4,216.5,203.7,184.2
1417469_at,142.9,106.8,39.8,49.2,84.1,89.6,24.9,33.6,161.1,51.4,56.6,51.1
1417470_at,57.2,51,36.6,49,53.9,57.2,9.3,26.6,145.9,41.4,23.6,33.3
1417471_s_at,92,70.5,41,39.3,148.9,222.9,87.8,109.5,64.9,64.7,31.7,25
1417472_at,486.3,1241.1,173.7,307.1,1892,1880.2,303.6,224,818.3,157.9,214.8,196.7
1417473_a_at,5.6,9,2.1,0.9,33.4,43.3,19.1,14.7,27.7,14.7,9,7.6
1417474_at,563.4,499.5,232,262.4,361.6,400,159.9,223.2,540,336.8,297.8,375.5
1417475_at,884.5,1137.1,338.3,508.1,1386.1,1424.7,670.1,752.9,1063.4,429,390.3,457.9
1417476_at,189.1,162.2,50.7,88.6,190.1,235.1,52.3,71.1,298.7,71.5,75.9,94.5
1417477_at,334.6,321.3,129.4,141.1,399.2,434.5,90.8,113.7,525.9,173.9,157.2,203.8
1417478_a_at,159.2,251.2,157.8,180.5,584.6,653.5,168.6,260.6,266.8,161,130.4,166.1
1417479_at,110.2,86,35.8,51.6,94.5,112,27.2,41.9,73.4,36,25,22.6
1417480_at,615.5,527.2,457.3,441.2,628.9,582.6,193.1,226.9,883.2,615.5,397.9,449.5
1417481_at,56.2,53.3,12,14.8,55.5,61.7,20.7,21.9,358.9,285.7,274.6,185.7
1417482_at,19.8,24.8,15.6,9.5,34.1,18.1,9.8,17.3,39.1,19.6,12.7,7.5
1417483_at,3860.7,4789.4,3065.4,2235.6,160.5,193.9,38.8,45,3324.9,378.3,259.2,1392.7
1417484_at,12.9,11.5,22.8,13.9,4.9,1.2,0.4,0.7,6.5,18.7,10.1,1.1
1417485_at,12.4,24.1,1.3,11,13.4,14.4,17.2,12,18.7,12.8,1.8,9.5
1417486_at,2.8,3.6,4.1,3.6,2.3,1.9,2.3,11.1,6.3,2.7,2,4.9
1417487_at,648.6,511.3,28.3,42.7,1299.4,1922.1,479.9,523.7,125.1,4.5,7.7,2.6
1417488_at,55.5,29.2,12.9,20.6,62.5,86.9,47.2,33.8,35.5,1.4,2.2,2.1
1417489_at,1.3,2.7,5.6,14.2,7.4,0.9,0.8,0.6,14.6,0.7,8,1.4
1417490_at,4743.4,3938.8,1542.8,2169.7,3760.6,5361.7,1264.1,1714.9,7223.3,3452.3,3054.6,4083.4
1417491_at,869.4,650.2,272.8,355.5,71.9,137.2,29.1,25.9,1587.9,620.3,507.3,745.5
1417492_at,365.1,166.8,130.2,204.7,101.4,175.2,32.6,46.8,878.3,244.3,251.5,374.4
1417493_at,924.9,582.5,948.6,800.2,2024.1,1555.2,989.3,846.2,684.8,510.9,305.7,399.7
1417494_a_at,2436.2,2368.2,626.9,1166.4,7.4,18.5,1.5,1.9,989.6,354.4,370.2,522.8
1417495_x_at,874.8,842.3,284,462.6,24.9,18,7.3,3,691.6,132.9,124.1,156.3
1417496_at,640.7,1313.5,131,211.8,19.5,33.4,1.7,1.8,587.9,82.9,67.3,34.7
1417497_at,388,193.6,417.1,315.6,18.2,4.3,0.7,2.6,254.1,164.5,90.2,190.9
1417498_at,81.2,81.3,42.3,22.5,97.5,73.3,7.3,21.6,20.5,3.1,3.4,16.2
1417499_at,989,838.3,495.8,728.3,2099.5,2782,1658.9,1732.1,670.7,420.4,343.5,438.8
1417500_a_at,551.5,344.3,165.8,292.6,40.2,20.9,12.5,5.9,2316.7,1113.6,1308.7,1117.2
1417501_at,253.8,97.1,47.2,118.4,194.5,262.8,87.8,98.8,504.2,216.1,261.5,342.6
1417502_at,394.8,180,72.8,127.7,21.6,37.8,10.5,13.2,744.7,173.3,130.9,188.6
1417503_at,406.3,437.1,149.8,205.8,798.3,807.1,440.1,409.6,460.6,190.3,196.2,216.7
1417504_at,32.1,25.5,20.1,24.8,22.8,2.4,5.1,10.8,18.2,1.4,12,5.3
1417505_s_at,2230.6,1288.6,500.9,714,78.3,121.1,20.4,31.6,5480.7,1883.5,1738.2,2061.5
1417506_at,49.3,108.4,70.9,68.3,1242,1259.2,1549.9,1338.2,98.4,54.3,79.2,69.4
1417507_at,312.7,310.5,125.6,113.9,9.5,72.8,18.8,22.3,910.9,551.8,357.4,466.1
1417508_at,1092.7,798,479.1,464.8,613.7,708.5,269.2,314.1,1419.5,887.4,713.1,1171.8
1417509_at,180.4,170.7,58.6,69.9,113.9,134.3,49.6,67.3,254,96.6,88.5,145.5
1417510_at,611.7,632.1,160.3,223.4,735,708.6,286,333.5,947.3,406.2,327.2,452.9
1417511_at,527,473.8,281.9,347.7,1740.5,1569.6,1060.1,1315.8,411,272.8,212.6,245.3
1417512_at,366.2,300.2,247.5,236.1,473.2,690.3,196.7,243.9,582.9,337.2,218.4,309.8
1417513_at,1221.4,1284.3,491.3,506,1250.3,1982.2,441.1,598.6,1826.8,723.4,457.8,294.4
1417514_at,4.7,2.9,8.1,4.1,50.9,37.7,27.3,23.3,9.4,20.6,3.1,6
1417515_at,264.6,136.6,76.7,104.6,354,431,117,134.6,447.1,197.5,220.4,256
1417516_at,850.1,658.2,308.7,467.6,174.1,150.4,16.2,56.9,670.2,179.7,141.8,263.9
1417517_at,108.7,116.5,55.7,49.5,98.3,126.9,46,76.4,174.6,61.7,51.3,75.7
1417518_at,40.5,7.5,2.1,15.6,29.2,4.6,1.3,2.5,38.8,2.6,12.8,8.2
1417519_at,44.7,82.7,11.9,14,9.5,78.1,19.2,22.5,22.5,1.8,2.4,11.6
1417520_at,16.7,29.3,9.1,6.7,7,21.7,8.1,5.7,39.8,7.3,15.6,3.1
1417521_at,69.8,90.4,24.4,31.3,43.7,40.9,29.6,17.7,69.6,10.1,19.8,21.7
1417522_at,80.2,9.7,3.2,9.5,93.4,84.2,11.3,3.9,49.5,28.7,35,14.9
1417523_at,11.6,32,8.2,6.1,32.2,4.7,1.5,1.4,11.3,2.2,2.9,6.7
1417524_at,38.5,9.8,9.5,17.3,38.4,45.5,3.5,16.5,35.1,18.6,11.7,10.1
1417525_at,63.4,85.2,8.7,37.6,65.7,58.9,2.5,15.9,131.6,7.9,33.9,23.6
1417526_at,173.8,86.7,41.4,58.8,139.8,190.2,95,102,271.6,111.7,57.9,58.7
1417527_at,168.6,110.9,63.1,86.6,55.2,127.8,42.7,50.1,391.3,301.6,195.3,342.6
1417528_at,5.8,8.1,2.8,4.5,5.1,25.2,0.8,2,10.1,4.1,3.4,2.4
1417529_at,42.5,47.2,14.5,10.6,36.2,15.9,19.3,11.7,12.1,10.6,13.4,10.3
1417530_a_at,1274.5,669.2,607.8,903.4,1896.3,2126.5,896.1,1251.6,1179.8,697.1,585.2,705.3
1417531_at,3,2.9,0.8,1.3,2.6,2.2,0.8,0.4,2,1.3,0.9,0.8
1417532_at,24.6,32.3,17.1,2,28,7.4,5.9,0.7,35.6,11.2,8,1.6
1417533_a_at,843.2,605.7,317.1,491.1,201.8,223,43.1,50.9,4647.8,2863.3,2610.6,3667.8
1417534_at,342.8,252.1,148.4,179.8,76,81.4,9.3,22.6,2253,1219.5,912.6,1445.8
1417535_at,261.1,181.8,218.4,230.6,179.4,337.7,102.8,145.8,426.8,321.8,207.4,357.3
1417536_at,1116.5,352.3,331,339.3,1215.8,1497,503.8,699.3,814.6,458.9,303.8,317.1
1417537_at,77.5,113.6,30.2,23.5,112,116.1,24.9,21.5,123.4,11.2,41.9,33.3
1417538_at,670,644.4,324.6,424.1,920.2,1290,423.3,464,894.7,469.3,289,368.6
1417539_at,164,151.6,68.3,116.7,315.8,489.7,125.1,157.2,309.4,158.4,112,132.7
1417540_at,457.9,261.3,118.3,114,52.5,68.4,2,3.1,597.4,243.6,149.5,255.2
1417541_at,39.6,125.6,23.3,29.6,638.5,641,230.2,289.6,47.8,12.5,11.4,19.1
1417542_at,390.2,329.2,202.2,267.2,1263,888.3,281.7,278.6,700.9,366.8,410.3,429
1417543_at,37.3,20.9,3,3.2,55.2,33.4,3,15.4,28.5,5.6,6.9,4.9
1417544_a_at,607.5,433.9,127.4,189.6,359.5,582.8,123.3,107.3,908.1,264.6,292.3,388.1
1417545_at,7.3,7.9,2.4,2.5,10.5,5.2,1.1,9.5,17.1,62.5,50.7,34.9
1417546_at,14.4,65.1,3.6,14.6,45.1,12.1,19.3,21.1,51.4,3.5,4.3,7.4
1417547_at,617.1,391.2,116.3,238.6,1096.1,1088.5,390.2,482.6,384.3,141.9,114.2,119.3
1417548_at,2.6,10.4,1.3,4.2,5.6,25.2,42.6,11.8,5.6,0.9,4.2,1.2
1417549_at,84.4,43.8,67.3,118.1,73.2,145.6,43,56.3,198.3,94.2,68.5,79.3
1417550_a_at,21.8,15,7.7,12.4,22.5,33.4,0.7,12,6,6.5,7.4,12.3
