,GSM77082,GSM77083,GSM78821,GSM78822,GSM78823,GSM78824,GSM78825,GSM78826,GSM78827,GSM78828,GSM78829,GSM78830
1426139_a_at,53,34.1,14.5,12,69.7,33.2,11.9,10.4,124.5,61.1,29.3,35.4
1426140_x_at,8.1,2.3,8.5,0.4,0.3,0.4,0.3,0.3,13.3,5.8,4.4,0.6
1426141_at,29.8,52.2,9.6,3,78,46,13.8,3.6,66.3,2.3,2.4,8
1426142_a_at,1.6,2.1,6.6,17.7,22.2,26,0.3,0.4,27.7,17.9,22.8,5.9
1426143_at,31.1,7.9,17.3,12.6,72.3,237.6,0.8,2.7,91.5,210.7,162.9,78.5
1426144_x_at,10.3,6.3,30.7,20.1,38.6,199.9,0.4,5.5,97.2,77.3,103.9,36.7
1426145_at,27.5,11.9,3.3,14,7.5,24.8,1.6,2.2,14.6,2.1,11.3,1.5
1426146_a_at,125.4,95.8,33.5,62.6,83.4,102,37.1,33.2,68.5,34.7,24.8,24.1
1426147_s_at,50.7,53,27.6,18,48.1,39.2,8.8,11.4,136,17.5,23.3,44.2
1426148_at,44.6,28.8,16.5,15.7,26.3,25.5,9.5,3,29.1,21.8,12.4,4.8
1426149_at,124.9,98.5,23.6,13.7,62.4,49.4,8.4,16.3,161.1,20.5,4.7,22.9
1426150_at,7.6,4.3,4,24.8,5.3,12.3,2.5,22,2.5,9.3,11.2,12.2
1426151_a_at,33.6,45.4,16.8,22.2,26.3,24.6,3.4,10.2,65.6,20.2,19.1,25.7
1426152_a_at,101.8,60.3,21.9,32.5,57.9,65.2,14.9,18.1,167.7,22.9,71.7,18.8
1426153_a_at,2.9,5.1,0.5,3.1,5.3,1.4,0.7,0.5,3,0.3,1.8,2.1
1426154_s_at,30.8,39.6,5.5,9.4,23.2,19.3,1.4,3.6,15.7,2.7,0.6,2
1426155_a_at,62.7,46.2,4.7,14.2,3.1,25.9,6,0.7,207.2,44.2,29,82.8
1426156_at,51.7,16.3,2.4,9.1,34.1,25.4,19,16.6,31.3,10.2,4.7,27.8
1426157_a_at,4.9,3.4,2.4,1.6,2.1,6,3,1.8,4.3,0.7,1.6,2
1426158_at,10.3,18.6,10,3.4,35.6,18.2,2.5,3.5,46.4,22.7,2.6,15.4
1426159_x_at,265.8,146,115.2,61.7,166.8,465.6,62.6,75.5,202.9,37.1,35.8,41.1
1426160_a_at,294,245.9,91.1,115.3,345.1,466.7,161.9,226.4,257,176.8,138.8,136.4
1426161_at,12.9,8.9,8.6,8.7,23.7,11.8,5.6,10.5,20.1,5.8,13.9,13.4
1426162_a_at,8587,3012.6,4655.7,6678.4,6091.2,6693.8,4762.2,5520.2,5148.4,3286.8,2722.9,3197.6
1426163_x_at,5229.6,1688.5,1140,1503.8,2288.2,4262.7,588.5,831.9,1896.1,510,467.4,550.3
1426164_a_at,111.3,96.6,40.9,35.3,65.8,81.6,41.2,13.4,78.3,46,29.8,34.4
1426165_a_at,48.5,73.4,11.2,32.3,39.9,148.1,58,57.1,77.3,20,8.1,24.4
1426166_at,76.1,53.9,9.4,17.8,64.1,23.1,10.4,9.6,46.2,10.7,9.2,18.9
1426167_a_at,8,9.8,18.1,22.7,57.4,6.5,8.1,3.1,27.8,3,15.2,19.3
1426168_a_at,6.6,6.1,1.6,0.6,1.1,1.1,4.1,5,15.2,6.3,16.8,3
1426169_a_at,28.8,5,14.8,6.8,7.8,23.7,11,13,13.4,1.6,0.9,3.9
1426170_a_at,20.5,19.7,5.2,5.3,9.1,1,0.9,0.8,18.9,8.7,6.4,1.7
1426171_x_at,3.7,14.4,5.8,0.6,9.3,0.8,2.8,0.4,16.3,5.1,5.3,6.1
1426172_a_at,48.8,39.4,15.7,20.3,43.9,34.2,4.7,1.3,46.4,5.6,3,4.9
1426173_at,61.4,127.3,17.8,36.7,6.3,37.3,9.1,10.6,24.9,7.9,3,10.4
1426174_s_at,10.8,5.1,2,2,13.7,1,1.7,2.2,9.2,2,2.8,17.2
1426175_a_at,59.7,45,14.2,28.3,26.3,6.4,14.4,20.4,34.5,18.5,12.1,14.8
1426176_a_at,12,10.3,12.7,1.4,8.3,3.8,7.4,2.8,29.7,4.7,0.7,12.7
1426177_a_at,3.7,8.5,2.7,12.2,2.7,4.3,2.8,2.5,4,2,8.6,0.9
1426178_at,2.1,1.2,0.9,10.9,4.5,15.2,2.1,0.3,15.6,1.4,5.1,1.4
1426179_a_at,12,14.8,12.6,20.5,10.2,9.1,2.5,4.9,63.2,12.6,9.4,33.3
1426180_a_at,348.5,176.5,26.7,48.7,130.6,88,7.8,15.3,524.6,100.6,108.2,41.1
1426181_a_at,46.4,65.1,25.6,6.2,50.3,34.8,5.1,24.6,45.9,15.3,17.5,9.4
1426182_a_at,2.1,3.7,0.8,1.8,0.8,3.7,0.4,0.7,3.2,1.1,2.7,4.6
1426183_a_at,41.1,12.7,5,4.1,9,25.7,2.2,2.7,11.4,20,8.2,18.5
1426184_a_at,60.8,55.5,10.7,26.6,28.8,34.1,23.3,27.9,80.2,29.4,21.6,50.5
1426185_at,2.2,12.3,3,11.4,12.2,3.9,7.3,14.5,15.5,5.4,1.6,3
1426186_a_at,3.8,3.6,2.3,2.6,2.6,3.5,1.7,2.6,3,1.5,5.4,1.3
1426187_a_at,997.4,914.1,271.5,609.4,3029.7,2702.9,1328.7,1628.7,1242.7,609,589.7,688.6
1426188_s_at,20,34.3,3.1,7.6,29,33.9,13.7,19.2,26.6,10.7,4.7,13.2
1426189_at,22.7,34.6,2.3,2.5,17.2,9.8,8.7,1.2,4.7,0.7,1.1,1.7
1426190_at,8.7,7.2,8.9,4.3,16.6,10.8,5.3,9,65.4,2.9,2.3,3.1
1426191_a_at,2.4,3.4,1.9,1.4,5.3,2.7,1.2,1.8,4.7,1.5,2.9,1.8
1426192_at,77.9,21.5,25.1,32.8,68.1,24.1,18.7,24.8,41.6,22.4,21,49.3
1426193_at,31.5,42.4,7.1,5,16.7,13.4,1.3,7.6,39,14.6,7.7,5.5
1426194_x_at,2.5,28.1,12.2,6.6,13.6,2.4,3.9,0.5,11.9,5.6,4.8,3.6
1426195_a_at,2221.6,1694.6,813.3,1419.4,1425.8,1729.8,905.9,1139.7,6928.5,5580.6,5823.1,5706.7
1426196_at,5,2.1,3.2,4.2,22,6.8,9.2,1.4,35.2,1,1.6,4.9
1426197_at,1.6,1.8,1.1,1.3,3.6,11,1.6,0.5,16.7,0.6,10.6,1.1
1426198_at,1.5,0.7,1.4,1,1,1.2,0.5,1,1.4,4,0.2,0.6
1426199_x_at,0.7,1,2,3,1.2,0.9,0.7,0.6,1.4,2.4,1.3,6.1
1426200_at,24.9,25.9,7.8,14.6,5.3,4.4,10.7,14.9,24.7,8.2,9.2,10.5
1426201_at,14.9,3.2,1.8,2.1,22.6,9.9,1.5,1.4,3.6,6.2,6,1.5
1426202_at,12,9.8,1.3,8.3,2.2,2.2,1.5,2.9,14.8,5.3,3.8,2.7
1426203_at,41.4,18.2,12.6,18.5,16.3,25.3,11,9.8,48.9,10,5.5,3.6
1426204_a_at,11.7,0.9,1.5,1.3,22.4,12.3,4.7,3.5,11.8,3.6,7,1.1
1426205_at,1587.3,1502.3,610.1,635.3,1562.8,1464.4,313.3,371.7,1989.7,886.5,659.7,475.6
1426206_at,176.7,121.2,69.7,78,48.7,58.5,11.1,18.6,895.9,317.8,266.1,232.2
1426207_at,1048.7,1177.1,433,541,644.1,1014.2,290.6,375.8,1167.9,594.5,398.7,474.3
1426208_x_at,4071.7,4037.9,2407.4,2345.1,4843.6,7653.2,3270.7,4050.9,6325.3,2498.1,1871.6,2941.1
1426209_at,1098.7,696.6,217.3,294.1,1235.8,1210.8,392.2,541.2,1073.9,416.2,347.3,322.7
1426210_x_at,473.7,474.9,227.5,271.2,342.8,335.3,88.4,84.6,469.7,200.2,182,190.1
1426211_at,102.9,66.7,41.9,65.7,119.5,144.1,46.9,49.9,122.4,50.9,62.6,61.5
1426212_s_at,464.2,413.5,178.3,267.1,961.1,900.4,231.2,303.5,777,240.3,216.8,266.1
1426213_at,364.2,300,122.2,207.3,1017.2,1330.2,550.5,652.2,323.1,181.9,168.9,197.8
1426214_at,53.6,11.3,13.7,13.3,122.1,98.2,36.4,57.3,13.7,18.7,11.9,17.3
1426215_at,76.4,66.6,37.7,59.7,369.1,147.6,36.4,55.5,120.6,35.1,39.4,45.4
1426216_at,186.4,200.8,111.1,201.3,387.2,436.6,188.2,206.7,594.6,464.6,259.6,336.9
1426217_at,75.2,32.9,43.1,48.6,150.4,216.6,84.2,57.5,81.5,46.2,21.5,45.7
1426218_at,323.2,306.1,339.8,188.8,90,121.4,30,34.2,164.5,54.5,38,64.6
1426219_at,936.4,767.3,686.7,842.1,1407.9,1523.4,703.2,772.9,1674,1292.3,989.9,1288.8
1426220_at,86.9,76,23.7,33.6,145.1,237.1,56.6,81.3,97,40,54.4,67
1426221_at,453.8,260.4,478.7,473.8,181.4,231.9,33.3,70.4,1717.7,917.8,689.5,990.5
1426222_s_at,44.8,50.7,31.3,33.5,38.3,30,24.7,25,77.8,38.1,37.2,31.9
1426223_at,93.6,67.4,29.8,24.8,96.2,123.5,34.1,47.5,300.6,87.4,66,99.9
1426224_x_at,1.7,9.1,0.4,10,5.8,2.6,5.9,5.8,1.2,0.4,1.4,2.8
1426225_at,69.7,50.6,17.3,21.3,37.5,36.3,8.7,14,604.7,187.7,172.5,207.6
1426226_at,85.3,84.6,26,35.4,61.3,170.1,17.1,16,69.2,33.5,13.5,27.6
1426227_s_at,635.9,641.6,131.1,188.6,414.4,339.9,91.6,126.9,541.7,164.1,129.1,175.3
1426228_at,10.3,1.4,0.7,0.6,1.9,0.7,3.4,0.7,0.8,0.6,0.7,0.5
1426229_s_at,3.1,0.9,0.4,5.2,6.3,0.8,1.1,6.8,4.8,3.4,5.5,0.4
1426230_at,52.1,89.4,18.5,13.7,18.4,36.8,0.9,4.3,108.8,17.1,9.4,9.2
1426231_at,40.7,47.7,39.7,19.2,13.8,0.8,0.4,1,670.6,397.2,201.6,338.4
1426232_at,393.2,756.9,151.9,191.5,294.2,290.7,82.8,109.7,560.4,168.9,115.8,206.5
1426233_at,84.9,134.6,20.9,52.4,133.4,299.8,43.2,31.7,240.8,26.8,44,25.2
1426234_s_at,1176.2,1017.8,689.8,740.9,2069.6,1799,667.1,741.8,1029.4,586.2,398.2,441.3
1426235_a_at,2489.1,1340.2,456.4,972.8,244.2,314.3,179.3,233.9,869.3,292.6,241.9,526.3
1426236_a_at,5432.4,2238.8,1873.2,2211.2,402.1,610.1,199.2,261.6,2471.9,1038.1,636.9,1009.3
1426237_at,97,101.3,14,32,100.6,152.5,12.2,18.2,199.9,51,40.1,46.1
1426238_at,732.3,619.4,308.6,339.6,289.4,366.2,136.3,184.2,2470.2,1195.5,1014.5,1403.9
1426239_s_at,219.1,167.6,63.3,90,225.3,237.7,99.2,143.2,229.4,62.6,74,63.2
1426240_at,738.2,1242.8,203.7,226,638.2,895.7,137.8,240.3,1228.2,328.5,250.8,236.1
1426241_a_at,351.7,204.3,55.4,72.7,212.1,183.4,30.5,28.7,499.4,72.5,78,141.4
1426242_at,431.1,539.2,73.4,107.6,2007.9,1514.3,238.3,241.4,538.4,101.7,114.6,134.4
1426243_at,140.2,82.5,78.3,80.9,256,163.1,62,61,32.9,10.1,7.3,7.1
1426244_at,160.5,147.5,39.3,60.1,78.9,94.5,24.2,38.1,292.1,130.4,107.5,108.7
1426245_s_at,727.2,419.3,201.5,196.1,406.4,348.9,117.5,135.3,1146,477,294.3,312.8
1426246_at,495.8,265,243.6,333.7,86.7,144.8,54.2,47.8,1650.9,1009.9,801.7,1021.5
1426247_at,281.1,169.9,156.1,140.3,503,622.2,189.3,245.2,783.6,429.5,279.1,384.7
1426248_at,1159.3,1777.5,381.7,296.8,1554.2,1691.4,588.7,672.7,1288.8,888.8,706.3,606.6
1426249_at,625.2,580.8,133.8,212.6,476.3,513.6,159.6,161,672.2,191.4,227.5,227.8
1426250_s_at,211.8,156.1,53.7,61,148,116.1,38.7,47.9,137.2,61.4,28.4,68.6
1426251_at,2.7,5.9,1.3,2.4,2.7,1.9,2.1,2.1,466.1,143.4,139.1,252.8
1426252_a_at,9.9,2.4,0.5,0.8,6.6,0.7,0.5,0.7,3.2,8.4,0.7,1
1426253_at,82.6,140.7,43.6,45.3,157.5,206.6,49.7,75,175.5,55.8,49,61.5
1426254_at,215.5,162.2,70.4,113.1,451.1,484.7,148.8,151,340.3,165.6,118.4,174.4
1426255_at,6.8,4.7,4.2,0.7,35.7,108.6,22.1,32.4,31.2,7.2,0.8,4.3
1426256_at,992.3,824.1,363.2,586.5,4209.6,4225.1,2062.5,2537.1,1326.6,813.2,666.9,710.3
1426257_a_at,1087.3,841.8,488.1,645.9,2497.8,2836.1,1425.3,1951.3,1133.4,901.7,568.5,786.2
1426258_at,1102,861.2,215.4,266.1,62.3,108.2,16.6,17.7,787.1,164.1,159.8,168.9
1426259_at,181,245.4,105.3,109.3,77,168.1,50.8,42.7,267.9,61.7,55.9,28.6
1426260_a_at,507.6,307.4,131,178.8,56.7,49.4,4.2,0.7,626.9,202.1,129.6,228.7
1426261_s_at,65.8,34,13.4,26,36.4,5,10.8,3.2,87.5,31.9,25.3,35.4
1426262_at,154.9,134.6,67.3,79.6,122.3,146.1,50.7,41.3,142.5,54.1,47.7,43.8
1426263_at,121.4,126.1,27.4,33.3,88.6,106.8,21.2,22.3,196.7,42.4,33,51.4
1426264_at,235.4,347.4,168.1,167.6,1188.5,1007.6,442.8,466.1,463.9,245.6,185.3,172.8
1426265_x_at,303.4,375.1,191,227,1326.1,1159.6,523.7,666,487.7,253,195.3,238.7
1426266_s_at,92.2,37.1,35.6,51.6,416.3,405.2,123.6,175.5,184.6,106,108.6,106.7
1426267_at,12.8,6.5,6,3.8,1.3,12.7,8.8,2,20.2,4.7,7.6,4.7
1426268_at,7.7,3.5,7.3,1.9,5.8,3,0.8,1.6,7.1,2.8,0.7,1.3
1426269_at,222.3,166.6,139.3,159,377.8,386.4,102.8,114.5,532.6,261.2,177.1,223
1426270_at,238.3,169.2,41.9,41.9,210.8,212.3,36.7,47.6,149.4,37.6,26.8,39
1426271_at,476.1,349.7,223.2,174.3,329.5,510.1,179,232.5,353.9,166.9,88.6,142.8
1426272_at,227.6,365.5,132.6,130.8,109.5,135.9,27.7,43.2,732.6,314.5,222,260.2
1426273_at,54,49,3.4,19.2,6.9,5.7,0.7,18.1,95.4,17.6,18.1,23
1426274_at,4.5,4.5,4,6.4,15,6,13.2,17.6,2.5,2.7,3.5,6.8
1426275_a_at,189.5,202.3,65.8,91,390.1,419.3,105.2,122.5,329.7,124,104,80
1426276_at,725.7,629.3,604,573.2,52.5,31.8,11.4,12.5,1964.8,1185.6,873.9,1156.5
1426277_at,281.5,221.5,61.2,94.2,352.1,400.6,72.4,87.4,453.6,109.7,109.6,115.7
1426278_at,171.1,90,22.1,47.3,5.4,6.4,3,1.6,1435.5,913.8,983.6,889
1426279_at,691.8,620,289.3,285.2,775.1,775.9,235.6,288.1,537.7,215.2,174,204.8
1426280_at,85.1,56.1,30.3,37.8,70.4,58.2,16.7,9.6,127.4,37.4,47.2,40.9
1426281_at,58,78.8,13.7,16.8,36.6,35,12.7,15.7,27.4,5.8,14.9,2.4
1426282_at,22.3,17.3,3.1,2.7,11.3,3.1,1.1,3.8,66.6,12.4,11.4,9.9
1426283_at,31.8,45.5,7.9,15.8,21.3,41.4,9.3,1.2,55.4,16.2,14.6,12.7
1426284_at,23,10.1,4.2,16.9,21.8,24.1,3.8,0.9,34.5,19.8,22.5,34.2
1426285_at,2637.1,2653.5,1756.4,1808.2,493.1,517.8,86.9,87,6274.8,3469.8,3082,4364.7
1426286_at,342.2,387.6,96.9,107,369.5,485.8,184.4,179.5,216.6,82.9,57.3,64.3
1426287_at,64.2,67.8,9.3,19.9,5.4,29.1,4.1,20.2,42.6,22,9.1,13.8
1426288_at,50.3,52.6,21.8,32.7,352.2,303,66.9,92.8,102.8,47.8,45.5,73.4
1426289_at,614.2,791.1,218.2,298.9,662.4,968.8,185.2,232.8,948.2,249.3,194.6,247.3
1426290_at,107.1,56.8,72.8,67.7,180.2,225.9,93.1,115.8,112.9,70.7,71.3,57.1
1426291_at,75.1,46.5,57.9,39.2,69.3,84.2,20.9,30.9,75.3,33.3,23.8,32.5
1426292_at,136.4,153.2,62.7,86.3,196.9,223.4,49.6,58.4,290.6,119.5,89.8,99.3
1426293_at,82.8,74,69.7,59.1,146.1,176,46,55.4,170.7,111.2,74.2,73.6
1426294_at,19.8,16.5,0.8,1.5,21,0.7,0.5,5.8,1.9,1.8,4.2,3.5
1426295_at,18.2,6.7,0.6,0.4,1.7,1.3,1.3,6.3,14.5,6.6,1,8.2
1426296_at,76.5,93.2,42.6,54.8,62.5,58.3,36.9,37.1,86.8,51.3,35.4,36.6
1426297_at,552.6,443.8,151,193,807.3,808.9,274.1,290.1,690.9,145.9,170.1,211.8
1426298_at,9,48.4,7.9,9.2,20.7,109.6,29.8,49.4,45.4,7,25,6.3
1426299_at,43.7,6,24.4,8.9,30.2,8.7,4,15.8,36.7,12.5,5.4,16.5
1426300_at,29.3,39.4,14.4,7.5,148.9,655.6,225.6,278.9,37.3,9.1,5,13.8
1426301_at,33.9,59,14.2,15.1,180.8,798.2,149,217.4,66.4,16.2,17.3,16.7
1426302_at,58.7,33,23.5,27.2,33.1,20.1,12.9,16.1,11.6,3.2,25.7,5.6
1426303_at,1.5,3.3,7.6,17.1,2.6,27.8,8.3,8.2,16.7,6.8,14.1,14.5
1426304_x_at,63.6,79.6,25.9,28.1,78.1,110.9,19.1,27.5,119.1,38.3,35.6,18.3
1426305_at,209.1,228.6,30.6,43.3,100,99.9,22.7,19.1,122,33,28.2,22.5
1426306_a_at,199.5,196.9,94.5,155.1,150.4,185.2,82.3,121.5,986.5,710.5,564.4,803.8
1426307_at,557.3,296.5,163.4,243.5,1073.7,1095.5,319,385.1,786.2,352,354.8,339.5
1426308_at,20.6,23.8,7.8,18,5.1,29,0.9,9.4,25.1,14.4,10.5,3.2
1426309_at,2.5,2.7,1.5,1,4.7,3.9,1.2,0.9,6.6,1,1.1,1.6
1426310_at,85.4,54.3,33.1,42.7,110,88.5,48.2,49.6,141.1,39.9,18.8,47.7
1426311_s_at,277.1,332.5,200.5,135.8,259.3,300.9,121.3,154.9,363.1,186.4,146.7,170.3
1426312_at,452.7,426.5,103.3,163.4,766.2,638,181,213.3,680.2,258.5,222.4,288.5
1426313_at,107.5,79.2,30.2,47,116.8,133.2,42.2,59.7,118.2,66.1,54.9,67.6
1426314_at,77.9,57,29.4,18.1,45.5,36.4,6.5,21.9,74.3,43.6,32.7,48.9
1426315_a_at,123.7,72.1,43.1,27.6,289.1,503.6,134.1,204.8,226.5,69.9,60.8,67
1426316_at,90.5,125.9,33.9,27.4,146.4,174.5,99,130.1,172.2,27.1,45.8,31.9
1426317_at,244.7,141.4,49.6,43.2,125.4,143.1,41,32,213.7,47.5,49.5,66.9
1426318_at,18.3,4,2.9,3.5,1,8.6,5.7,6,41.4,8.6,18.6,10.3
1426319_at,21.7,9.9,10.6,1.2,1.6,1.3,2.9,0.4,113.4,63.3,22.9,55.1
1426320_at,62.5,36.4,14.7,7.5,80.3,69.8,9.3,15.3,138,16.2,15,6.7
1426321_at,33.7,87,20.6,41.6,42.4,28.2,10.7,4.3,12.6,8.1,11.3,2.7
1426322_a_at,93,87.5,21.2,6.3,25.5,41.6,5,2.6,69.6,17.9,20.5,24.7
1426323_x_at,455.6,380.3,347,345.5,1210.4,1243.3,469.6,572.7,496.4,234.8,265.7,280.2
1426324_at,1973.9,1141.6,308.6,481.1,52,64.2,20.6,23.6,1779.7,359.1,282.5,813.1
1426325_at,35.7,51.1,20.7,12,42.6,22.6,18.2,25.9,28.4,20.9,17.7,20.4
1426326_at,552.5,1116.1,185.4,232.9,1153.3,1407.8,664.5,756.2,555.5,250.3,224.4,143.2
1426327_s_at,115.3,206.2,54.8,62.2,169.4,176.9,95.9,92.3,128,63.6,60.1,45.5
1426328_a_at,5,5,2,1.4,4.9,2.7,1.3,1.1,8.5,1.4,1.9,1.3
1426329_s_at,40.6,55.8,19.1,12.9,146.7,229.9,109.5,152,63.5,11.4,8.5,11.2
1426330_at,47.5,59.1,9.6,26.9,39.9,35.2,12,13.3,51.9,5.1,5.3,13.4
1426331_a_at,2.9,5.6,1.2,1.2,7.6,3.8,2,2.7,12.2,24.7,3.4,14.1
1426332_a_at,4.7,5.7,3.7,3.1,27.6,2.1,1.4,4.2,14.9,5.3,4.2,23.4
1426333_a_at,130.3,58.9,53.2,67,77.4,148.5,37.4,69.7,116.3,83.3,59.2,74.6
1426334_a_at,19.4,34.7,7.2,2.6,26.1,21.4,0.6,16.5,29,9.8,1.9,8
1426335_at,11.5,8.8,2.3,4.3,10.2,5,3.7,4.5,13.7,4.3,4.5,10.9
1426336_at,9.5,19.9,3.6,0.9,25.9,7.7,8.9,8.8,14,8.8,16.8,12.5
1426337_a_at,8.9,42.7,5.4,11.6,140.5,90.7,20.4,32.8,32.6,1.7,4.2,8.8
1426338_a_at,36.2,58.7,6.5,11.9,26.2,19.6,8.2,2.1,54.4,13.8,7.2,9.2
1426339_at,36.5,56.1,13.8,26.5,52.1,45.5,15,18.6,95,15.1,22.6,19.3
1426340_at,9.2,4.2,2.9,1.2,0.5,2.9,0.8,1.9,45.7,1.7,2.3,6.3
1426341_at,3,3.4,4.2,2.1,4.1,2.1,11.6,1.6,6.9,2.7,1.1,1.3
1426342_at,3683.9,3858.5,2192.5,2288.3,3266.2,3624.9,1545.3,2028.4,4022.1,2247.1,1832.3,1985
1426343_at,483,462.6,163,205,415.6,448.5,187.7,231,469.2,221.8,136.1,254.8
1426344_at,581.9,515.6,294.3,353.3,701.1,788,286,395,648.7,429.2,263.2,391
1426345_at,536.4,318.7,222.2,263.9,1684.4,1465.8,279.3,299.2,685.8,337.7,237.5,236.4
1426346_at,71.5,50,24.8,32,92.4,108.9,19.4,26.9,76.5,28.2,27,36.2
1426347_at,311,309,178.8,215.5,560.9,792.3,224,236.5,522.7,190.8,170.6,183.3
1426348_at,2041.2,2007.8,995.6,1182.9,861,983,129.1,125.9,5944.6,2120.6,2201.8,3239.8
1426349_s_at,403,107.4,239.8,208,1337.4,1310.5,564.3,666.2,369,300.7,179.3,304.9
1426350_at,83.8,93.4,37.8,46,153.5,184.1,29.8,44,253.3,85.5,64.9,67.3
1426351_at,4578.6,5399.4,1433.1,1904.7,6765,8407.9,4020.6,4864.2,3067.8,1206.2,870,1164.6
1426352_s_at,17.2,6.7,8.8,13.1,33.4,30.9,1.3,2.4,13.8,0.8,1.8,10.1
1426353_at,432.7,357.1,133.6,215.3,243.7,424.4,102,74.5,1151.3,573,484.8,573.7
1426354_at,388.9,238.3,104.4,178.9,872.8,850,244,308.5,524.4,180.1,147.7,198.9
1426355_a_at,984.3,686.8,802.4,656.7,1644.6,1944.6,734.7,798.2,1638.8,1192.6,744.3,856.1
1426356_at,46.7,24.1,16.8,22.4,110.9,128.8,45.8,37.6,70.8,25.9,40.9,25.1
1426357_at,325.6,310.1,155.7,189,413.6,539.8,134.8,161.5,558,206.2,171.9,244
1426358_at,266.4,312.5,63.5,91,428.3,391.8,41.5,30.4,455.4,103.8,80.2,94.6
1426359_at,3330.7,1954.2,1624.6,1726,1290.2,1206.7,778.5,984.7,2328.9,1690.6,1293.6,1650.5
1426360_at,260.3,1029.8,139.4,251.3,84.6,308.1,66.6,35.6,455,91.7,129,39.8
1426361_at,568.7,2063.5,380.8,788.8,369.1,679.4,216.5,162.1,1280,286.8,431.7,151.9
1426362_at,95.9,108,29.4,28.9,261,244.6,77.7,81.1,71.3,39.7,18.7,10.6
1426363_x_at,46.7,57.1,25.2,33.4,281,212.7,65.3,72.1,257.7,85.3,71.6,72.1
1426364_at,645,460.8,305.2,343.1,973.1,873.1,308.5,433.3,823.9,348.3,289.6,420.3
1426365_at,831.5,1055.7,263.6,338.1,703.1,834.4,261.9,262.3,848.5,331.8,303.6,333.8
1426366_at,833.4,2017.6,210.6,178.1,1536.7,1847.6,200.2,230.6,791.6,147,97.3,47
1426367_at,254.4,196.1,101.9,162.9,244.7,241.9,112.9,113.1,371.7,259.5,179.1,235.6
1426368_at,99.1,118.1,43.1,52.8,39.6,61,27.7,41.3,462.8,134.2,119.4,151.9
1426369_at,241.9,202.2,202.8,206.2,405.7,437.2,196.4,254.8,381.5,269,164.5,215.5
1426370_at,87.3,89.8,77.2,78.9,174.9,214.7,88.9,98.8,155.8,42,47.1,54.4
1426371_at,496,1042,144,130.7,352.9,594.8,66.4,86.1,526.7,101.5,69.5,53.5
1426372_a_at,180.3,184.5,110,117.2,143.9,170.8,83.4,96.6,442.7,312.9,300.3,332
1426373_at,713,577.8,291.7,396.6,457.2,760.4,271,304.3,1429,801.4,777,1010.1
1426374_at,713.8,619.9,159.1,202.4,898.3,1036.3,189.9,230.4,1220.6,286.9,251.3,292.9
1426375_s_at,359.7,329.3,130.7,164.3,269.2,345.9,160.7,183.4,176.5,108.5,111.7,172.2
1426376_at,207.5,165.1,118,199.9,335.8,659.4,83.1,103.5,1248.2,701.5,456.2,565.4
1426377_at,498,442.6,315,238.6,272,293.2,78.4,107.1,263.1,140.1,71.4,123.5
1426378_at,1649.4,1274.8,741.9,708.7,1988.7,1843.8,610.4,772.8,795.8,402.7,314.1,347.1
1426379_at,381.7,243.9,216.1,342.2,421.2,525.2,353.9,443.6,278.1,124.1,155.7,138.8
1426380_at,2053.3,1067.5,1421.4,1706.2,1709.7,1700.2,1127.1,1415.9,729.2,828.4,672,853.2
1426381_at,767.1,1015.7,323.2,328.5,800.4,984.9,419.9,447.8,488.4,166.3,126.6,266.5
1426382_at,1460.8,1278.6,829.2,921.7,1232,1849.9,402.9,520.6,993.6,513.1,337.9,403.2
1426383_at,261.1,135.2,61.8,116.2,27.7,51.5,8,31.4,276.9,179.4,73.9,178.5
1426384_a_at,2336.4,2473.3,513.4,615.6,3048.4,3495.2,805.8,991.1,2034.6,531.8,381.3,470.1
1426385_x_at,3879.5,4532.1,1416.2,1717.2,5744.2,5744.8,2019.6,2254.3,3930.8,1489.8,1130.2,1488.4
1426386_at,398.1,403.1,305.3,304,1166,1192.3,581,740.1,295.4,247,195,234.5
1426387_x_at,393,426,235.9,218,217.5,332.1,71.4,75.3,339.1,182.9,171.1,173.1
1426388_s_at,363.9,241.4,350.4,319.6,771.7,662.9,269.6,271.6,514.7,293.1,222.1,293.1
1426389_at,20.6,29.5,3.7,11.9,29.8,1.9,7,2.9,139.7,23.9,41.2,12.8
1426390_a_at,5472.9,4437.7,3161.9,3302.6,8914.9,8708.8,4471,5371.6,7906.3,4849.5,4592.1,5328.1
1426391_at,53.6,79.1,3.4,29.4,33.2,42.3,2.3,1.4,45.7,11,3.6,8.9
1426392_a_at,1824.1,1629.8,665.2,821.3,1132.9,2916.3,428.9,497.9,2005.4,436.9,424.8,380.5
1426393_a_at,731,436.6,229.6,379.4,879.9,1196.9,489.9,577.8,1628.9,923,693.5,1026.8
1426394_at,558.7,485.7,319.5,192.5,1169.4,976.3,564.1,670.1,424.4,280.5,154,349.1
1426395_s_at,427.4,345.2,91.2,113.7,488,467.9,111.6,190.8,222.8,81.4,53.2,77.7
1426396_at,35.7,37.4,18,21.3,28.2,22.8,7.4,9.7,124.5,52.3,30.6,32.2
1426397_at,2059.2,930,911.7,1313,849.9,1185.5,270.5,264,8284.9,4810.6,5246,5602.8
1426398_at,304.2,137.8,126.6,228.8,315.3,414.8,145.7,94.5,588.2,275.4,221,374.8
1426399_at,1040.7,619.5,281.8,396.5,47,45.3,20.5,19.3,862,250.6,199.8,362
